Brand,Model,Year,Kilometer Driven (km),Fuel Type,Transmission Type,Location,Price (INR)
Nissan,Magnite,2003,13134,Electric,Automatic,Pune,50000.0
Ford,EcoSport,2008,82401,Petrol,Manual,Chennai,50000.0
Mercedes,C-Class,2017,189372,CNG,Automatic,Bangalore,4621594.2
Toyota,Corolla,2005,156341,Diesel,Manual,Pune,206548.85
Ford,EcoSport,2021,157537,Petrol,Manual,Mumbai,576369.45
Nissan,Magnite,2017,85731,Electric,Automatic,New Delhi,187140.35
Audi,Q5,2011,30957,Diesel,Automatic,Hyderabad,5295356.45
Mercedes,E-Class,2004,112457,Electric,Manual,Ahmedabad,5383131.45
Honda,City,2016,26662,CNG,Automatic,Mumbai,596000.7
BMW,3 Series,2017,188808,CNG,Automatic,Mumbai,3671678.8
BMW,M3,2011,170089,Diesel,Automatic,New Delhi,6854486.65
Maruti Suzuki,Vitara Brezza,2012,43899,Electric,Manual,Mumbai,163415.15
Hyundai,Verna,2013,128654,CNG,Automatic,New Delhi,310701.9
Audi,Q5,2018,172074,Petrol,Automatic,New Delhi,5674188.9
Maruti Suzuki,Vitara Brezza,2012,133114,Diesel,Manual,Ahmedabad,80032.9
Maruti Suzuki,Swift,2021,56914,Diesel,Manual,Bangalore,441462.9
Toyota,Fortuner,2004,156616,Petrol,Automatic,Bangalore,2476507.6
Toyota,Fortuner,2003,49231,Electric,Manual,Ahmedabad,2362615.35
Ford,Fiesta,2023,162468,Petrol,Automatic,New Delhi,575629.8
Maruti Suzuki,Dzire,2014,131694,Diesel,Manual,New Delhi,130245.9
Honda,City,2009,80872,Diesel,Manual,New Delhi,187869.2
Honda,Civic,2006,72161,Electric,Manual,New Delhi,50000.0
Maruti Suzuki,Vitara Brezza,2019,7044,CNG,Manual,Hyderabad,528943.4
Mercedes,S-Class,2001,116362,Electric,Manual,Hyderabad,8732545.7
Toyota,Corolla,2000,92840,Electric,Manual,Chennai,50000.0
Toyota,Innova,2004,26650,CNG,Manual,Hyderabad,516002.5
Hyundai,Creta,2010,122576,Electric,Automatic,New Delhi,731613.6
Maruti Suzuki,Swift,2023,55124,CNG,Manual,Ahmedabad,471731.4
Nissan,Terrano,2018,24875,Electric,Automatic,Bangalore,1016268.75
Honda,Jazz,2014,76548,CNG,Manual,Bangalore,238517.8
Audi,Q5,2021,142235,CNG,Manual,Chennai,5808664.75
Maruti Suzuki,Vitara Brezza,2019,162599,Petrol,Automatic,Ahmedabad,525610.15
Tata,Harrier,2007,171313,Electric,Automatic,Mumbai,794303.05
Nissan,Kicks,2006,79070,CNG,Automatic,Hyderabad,238139.5
Hyundai,Elantra,2010,126885,Diesel,Automatic,Ahmedabad,530967.25
Honda,Civic,2020,130011,Petrol,Manual,Kolkata,380498.35
Honda,City,2000,176357,Electric,Automatic,Hyderabad,50000.0
Hyundai,Verna,2023,192394,CNG,Automatic,Ahmedabad,741140.9
Ford,EcoSport,2002,11044,Diesel,Automatic,Hyderabad,50000.0
Mercedes,C-Class,2008,174588,Diesel,Manual,New Delhi,4123811.8
Audi,A4,2019,175987,Petrol,Automatic,Hyderabad,4153601.95
Tata,Harrier,2015,72396,CNG,Automatic,Pune,1169140.6
Maruti Suzuki,Dzire,2012,125537,Electric,Manual,Mumbai,50000.0
Ford,EcoSport,2020,173771,Petrol,Manual,New Delhi,573934.35
Mercedes,C-Class,2015,63420,Petrol,Automatic,New Delhi,4490487.0
Tata,Nexon,2022,196545,Diesel,Manual,Chennai,670518.25
Audi,Q5,2015,19417,Diesel,Automatic,Ahmedabad,5497087.45
Hyundai,Creta,2016,139227,Electric,Automatic,Kolkata,1009115.95
BMW,3 Series,2014,118586,Electric,Automatic,Mumbai,3482212.1
BMW,X5,2012,154932,Electric,Automatic,Pune,7356760.2
Audi,Q5,2011,97526,Diesel,Manual,Ahmedabad,5235371.1
Toyota,Corolla,2023,94999,Electric,Automatic,Mumbai,1105750.15
Honda,Civic,2018,34560,Petrol,Manual,New Delhi,364816.0
Honda,City,2008,55253,CNG,Automatic,Bangalore,161712.05
Maruti Suzuki,Vitara Brezza,2024,144771,Electric,Automatic,Chennai,748284.35
Toyota,Innova,2002,143768,Diesel,Manual,Bangalore,498434.8
Tata,Nexon,2016,8771,Petrol,Manual,Pune,478684.35
Honda,Civic,2019,82228,Diesel,Manual,Chennai,337665.8
Nissan,Magnite,2008,191220,Petrol,Automatic,Kolkata,50000.0
Tata,Nexon,2023,153362,CNG,Manual,Chennai,756995.7
Tata,Altroz,2011,72304,Electric,Automatic,Hyderabad,50000.0
Hyundai,Elantra,2014,166500,Petrol,Automatic,Mumbai,825025.0
Nissan,Kicks,2014,5967,Petrol,Manual,Bangalore,649104.95
Honda,City,2021,136656,Diesel,Manual,New Delhi,859501.6
Toyota,Innova,2015,119621,Diesel,Automatic,Bangalore,1152056.85
Mercedes,E-Class,2000,72514,CNG,Automatic,Ahmedabad,5259122.9
Maruti Suzuki,Vitara Brezza,2024,158987,Electric,Automatic,Mumbai,776151.95
Ford,Endeavour,2017,43113,Petrol,Manual,Kolkata,2563533.05
BMW,X5,2011,109156,Diesel,Manual,New Delhi,7313626.6
Toyota,Innova,2003,70687,CNG,Automatic,Chennai,489396.95
Ford,Fiesta,2005,115112,Diesel,Automatic,Mumbai,50000.0
Nissan,Terrano,2005,147946,Diesel,Manual,Ahmedabad,247808.1
Nissan,Magnite,2024,130666,Electric,Automatic,New Delhi,530400.1
Toyota,Corolla,2016,33841,Petrol,Manual,Hyderabad,744923.85
Mercedes,E-Class,2011,88825,Diesel,Automatic,Bangalore,5856676.25
Toyota,Innova,2024,110041,CNG,Automatic,Ahmedabad,1503493.85
Toyota,Fortuner,2002,126546,Petrol,Automatic,Mumbai,2411018.1
Hyundai,Elantra,2018,198265,CNG,Automatic,Chennai,940260.25
Maruti Suzuki,Swift,2016,111350,Diesel,Automatic,Pune,153297.5
Hyundai,Verna,2024,92504,Electric,Automatic,Chennai,806124.4
Maruti Suzuki,Vitara Brezza,2022,135441,CNG,Manual,Hyderabad,679683.85
Ford,EcoSport,2006,26073,Diesel,Manual,Chennai,50000.0
Hyundai,Verna,2021,127769,CNG,Automatic,Pune,680834.65
Toyota,Fortuner,2006,76909,Electric,Automatic,Kolkata,2508463.65
Maruti Suzuki,Dzire,2001,78173,Petrol,Manual,Ahmedabad,50000.0
BMW,3 Series,2010,187170,Petrol,Automatic,Ahmedabad,3201924.5
Maruti Suzuki,Swift,2006,198879,Petrol,Automatic,Kolkata,50000.0
Tata,Altroz,2013,57293,Petrol,Manual,Chennai,50000.0
Maruti Suzuki,Dzire,2006,190133,CNG,Manual,New Delhi,50000.0
Hyundai,Verna,2017,76558,Petrol,Manual,Ahmedabad,438516.3
Ford,Fiesta,2003,113176,Electric,Automatic,Bangalore,50000.0
Ford,EcoSport,2000,76286,Petrol,Manual,Ahmedabad,50000.0
Hyundai,Verna,2004,46053,Diesel,Automatic,Mumbai,50000.0
Ford,Fiesta,2012,197212,CNG,Automatic,Mumbai,50000.0
Ford,Fiesta,2011,167025,Petrol,Automatic,Kolkata,50000.0
BMW,3 Series,2024,27782,Petrol,Manual,Mumbai,3965832.7
Audi,Q5,2015,56992,Diesel,Manual,Kolkata,5461451.2
Nissan,Terrano,2003,25970,Petrol,Automatic,Bangalore,276104.5
Tata,Nexon,2011,60057,Electric,Automatic,New Delhi,210991.45
Hyundai,Creta,2018,113413,CNG,Automatic,Ahmedabad,1182988.05
Toyota,Innova,2008,58758,Diesel,Manual,Chennai,741186.3
Nissan,Magnite,2004,26783,Petrol,Automatic,Hyderabad,50000.0
Audi,A6,2018,37607,Electric,Manual,Chennai,5174358.95
BMW,3 Series,2005,89619,CNG,Manual,New Delhi,3036557.15
Toyota,Innova,2001,45370,CNG,Manual,Kolkata,423194.5
Hyundai,Verna,2010,70872,Electric,Automatic,Chennai,139369.2
Ford,Endeavour,2016,184898,CNG,Automatic,Bangalore,2592265.3
Tata,Nexon,2022,141697,CNG,Manual,Chennai,728745.45
Tata,Altroz,2003,108668,Electric,Automatic,Hyderabad,50000.0
Tata,Harrier,2020,179015,Electric,Automatic,Ahmedabad,1423147.75
Nissan,Kicks,2021,179078,Petrol,Manual,Chennai,1023138.3
Tata,Harrier,2007,5266,Petrol,Automatic,Ahmedabad,829210.1
Audi,A6,2012,65081,Electric,Automatic,Chennai,4840237.85
Ford,Endeavour,2021,149999,Diesel,Automatic,Bangalore,2797500.15
Nissan,Kicks,2022,67139,CNG,Automatic,New Delhi,1059929.15
Nissan,Magnite,2022,69355,Diesel,Automatic,Chennai,409596.75
Tata,Harrier,2012,64107,Electric,Manual,Bangalore,1060383.95
Toyota,Corolla,2024,101617,Electric,Manual,Kolkata,1084757.45
Mercedes,C-Class,2008,46749,Electric,Manual,Ahmedabad,4122987.65
Hyundai,Verna,2002,152950,Diesel,Manual,Mumbai,50000.0
Maruti Suzuki,Vitara Brezza,2009,69313,Diesel,Manual,Kolkata,50000.0
Audi,A6,2024,142937,Electric,Automatic,Hyderabad,5378559.45
Nissan,Terrano,2015,40222,Electric,Automatic,Chennai,773966.7
Nissan,Magnite,2002,78792,Petrol,Manual,Mumbai,50000.0
Toyota,Corolla,2005,130083,Electric,Manual,Hyderabad,150487.55
Ford,EcoSport,2005,138851,Petrol,Manual,Ahmedabad,50000.0
Audi,A6,2023,77830,CNG,Manual,Kolkata,5368325.5
Toyota,Innova,2005,116900,Diesel,Manual,Mumbai,652465.0
Honda,Jazz,2020,98553,CNG,Manual,Kolkata,505217.05
Tata,Altroz,2006,136206,CNG,Automatic,Hyderabad,50000.0
Hyundai,Creta,2003,130565,CNG,Automatic,Bangalore,400415.25
Ford,Fiesta,2006,5505,CNG,Manual,Chennai,50000.0
Nissan,Terrano,2012,157471,Electric,Automatic,Hyderabad,576379.35
Honda,City,2016,22055,CNG,Automatic,Chennai,516691.75
Nissan,Kicks,2001,99654,Electric,Manual,Pune,50000.0
Ford,EcoSport,2011,151110,Electric,Manual,Pune,77333.5
Nissan,Kicks,2004,180405,Electric,Manual,Hyderabad,122939.25
Audi,Q5,2009,18764,Electric,Automatic,Hyderabad,5167185.4
Nissan,Kicks,2007,58850,Electric,Automatic,Mumbai,341172.5
Maruti Suzuki,Dzire,2022,70309,CNG,Automatic,Pune,459453.65
Mercedes,C-Class,2013,134479,Diesel,Manual,Ahmedabad,4399828.15
Toyota,Fortuner,2001,158891,Electric,Automatic,Ahmedabad,2226166.35
Maruti Suzuki,Swift,2011,49927,Petrol,Manual,Mumbai,50000.0
Honda,City,2002,61475,Electric,Automatic,Ahmedabad,50000.0
Maruti Suzuki,Swift,2004,12525,Diesel,Manual,Bangalore,50000.0
BMW,M3,2003,181213,Electric,Automatic,New Delhi,6372818.05
Audi,Q5,2002,144182,Diesel,Manual,Hyderabad,4798372.7
Ford,Fiesta,2004,122283,CNG,Automatic,Bangalore,50000.0
Nissan,Terrano,2021,12391,CNG,Automatic,Mumbai,1168141.35
Mercedes,S-Class,2017,113084,Electric,Manual,Ahmedabad,9633037.4
Tata,Altroz,2018,35254,Electric,Automatic,Bangalore,294711.9
Nissan,Terrano,2001,160285,Electric,Automatic,Ahmedabad,50000.0
Audi,A6,2010,79040,Electric,Manual,Mumbai,4838144.0
Ford,Endeavour,2005,76057,Diesel,Manual,Bangalore,2038591.45
Honda,City,2001,71432,CNG,Automatic,Chennai,50000.0
Audi,A6,2009,20748,Diesel,Manual,Chennai,4716887.8
Honda,Civic,2008,66720,CNG,Manual,Ahmedabad,50000.0
Ford,EcoSport,2008,81607,Petrol,Automatic,Pune,50000.0
Toyota,Innova,2016,143273,Petrol,Automatic,Kolkata,1158509.05
Mercedes,E-Class,2014,20044,Petrol,Manual,Mumbai,5996993.4
BMW,X5,2016,177467,Diesel,Automatic,New Delhi,7523379.95
Toyota,Corolla,2007,64151,Electric,Manual,Chennai,310377.35
Honda,Civic,2002,84644,CNG,Automatic,Kolkata,50000.0
Maruti Suzuki,Swift,2003,110136,Petrol,Manual,Hyderabad,50000.0
Maruti Suzuki,Vitara Brezza,2004,141494,Diesel,Manual,Pune,50000.0
Nissan,Magnite,2010,40082,CNG,Manual,New Delhi,50000.0
Honda,Civic,2015,139848,CNG,Automatic,Chennai,209022.8
Maruti Suzuki,Dzire,2010,112336,CNG,Automatic,Bangalore,50000.0
Hyundai,Creta,2015,36043,Petrol,Automatic,Ahmedabad,1024593.55
Hyundai,Verna,2009,187257,Electric,Automatic,Hyderabad,50000.0
Ford,EcoSport,2009,25659,Diesel,Automatic,Kolkata,50000.0
Mercedes,S-Class,2006,145742,CNG,Automatic,Ahmedabad,8978138.7
Maruti Suzuki,Dzire,2023,159008,Electric,Manual,Hyderabad,556148.8
Hyundai,Creta,2008,188735,Electric,Manual,New Delhi,621689.75
Audi,A4,2006,17868,Diesel,Manual,Ahmedabad,3497319.8
Nissan,Kicks,2000,68168,Petrol,Automatic,Mumbai,50000.0
BMW,M3,2023,97005,CNG,Automatic,Chennai,7355449.25
Audi,A4,2021,15181,CNG,Automatic,Kolkata,4277722.85
Nissan,Kicks,2018,126252,Electric,Automatic,Hyderabad,831062.2
Nissan,Terrano,2011,33898,Petrol,Automatic,Pune,614915.3
Honda,Jazz,2006,183162,Petrol,Automatic,Pune,50000.0
Audi,Q5,2023,96214,CNG,Automatic,Mumbai,5955567.9
Mercedes,E-Class,2016,53541,Diesel,Automatic,Chennai,6071968.85
BMW,3 Series,2016,101084,Petrol,Automatic,Kolkata,3534837.4
Toyota,Innova,2003,121858,Petrol,Automatic,Chennai,451721.3
Tata,Harrier,2014,18294,Petrol,Manual,Mumbai,1217255.9
Nissan,Magnite,2007,180478,Petrol,Manual,Bangalore,50000.0
Tata,Nexon,2017,60327,Electric,Manual,Hyderabad,510950.95
BMW,M3,2013,56867,Electric,Automatic,Ahmedabad,6921469.95
Nissan,Kicks,2001,64803,CNG,Automatic,Ahmedabad,50000.0
Tata,Nexon,2023,76682,CNG,Manual,Ahmedabad,838497.7
Maruti Suzuki,Vitara Brezza,2004,33386,Electric,Manual,New Delhi,50000.0
Maruti Suzuki,Dzire,2011,173138,Petrol,Manual,Mumbai,50000.0
Maruti Suzuki,Swift,2022,176766,Diesel,Automatic,New Delhi,523485.1
Mercedes,S-Class,2009,190694,Diesel,Manual,Ahmedabad,9201395.9
Ford,Fiesta,2020,153808,CNG,Manual,Ahmedabad,346928.8
Tata,Altroz,2021,13184,CNG,Manual,Mumbai,428022.4
Mercedes,C-Class,2001,174976,CNG,Manual,Ahmedabad,3743753.6
Toyota,Corolla,2021,129758,Petrol,Manual,Chennai,1000536.3
Hyundai,Elantra,2003,24734,Diesel,Automatic,Hyderabad,216289.9
Nissan,Magnite,2012,27910,CNG,Automatic,Mumbai,50000.0
Hyundai,Elantra,2011,24874,Petrol,Manual,Kolkata,566268.9
BMW,3 Series,2018,152913,CNG,Manual,Hyderabad,3657063.05
Ford,Endeavour,2012,32662,Electric,Automatic,Bangalore,2425100.7
BMW,M3,2007,126409,CNG,Automatic,Mumbai,6601038.65
Ford,Fiesta,2008,156812,Electric,Manual,Chennai,50000.0
BMW,X5,2001,76879,Electric,Automatic,Ahmedabad,6738468.15
Mercedes,S-Class,2022,44260,Electric,Automatic,Ahmedabad,9823361.0
Mercedes,S-Class,2006,143146,Electric,Manual,New Delhi,9128528.1
Audi,A6,2002,168364,Electric,Manual,New Delhi,4344745.4
Audi,Q5,2013,126641,Petrol,Automatic,Bangalore,5431003.85
Hyundai,Creta,2024,101730,CNG,Automatic,New Delhi,1500000.0
Maruti Suzuki,Dzire,2020,199532,Diesel,Automatic,Mumbai,370070.2
Nissan,Kicks,2022,65732,Petrol,Manual,Pune,990140.2
Honda,City,2018,73033,CNG,Manual,Pune,639045.05
Audi,A6,2010,141395,Petrol,Manual,Pune,4678790.75
Ford,EcoSport,2007,179712,CNG,Manual,Mumbai,50000.0
Nissan,Magnite,2008,194421,CNG,Manual,Mumbai,50000.0
Nissan,Kicks,2009,70561,CNG,Automatic,Ahmedabad,359415.85
Audi,Q5,2017,6488,CNG,Automatic,Bangalore,5599026.8
Toyota,Fortuner,2006,129128,Petrol,Manual,Mumbai,2600630.8
Toyota,Corolla,2019,161992,CNG,Automatic,Chennai,925701.2
Mercedes,E-Class,2024,171229,Petrol,Manual,Bangalore,6474315.65
Maruti Suzuki,Vitara Brezza,2003,145875,Petrol,Manual,New Delhi,50000.0
Mercedes,E-Class,2021,18472,Electric,Automatic,Hyderabad,6267229.2
Nissan,Magnite,2010,116265,Diesel,Automatic,New Delhi,50000.0
Nissan,Kicks,2010,11903,Diesel,Manual,Kolkata,498214.55
Nissan,Magnite,2010,98817,Petrol,Manual,Hyderabad,50000.0
Toyota,Corolla,2000,78342,CNG,Automatic,Pune,50000.0
Tata,Altroz,2007,67321,CNG,Automatic,Pune,50000.0
BMW,M3,2014,36682,Electric,Automatic,Hyderabad,6894497.7
Maruti Suzuki,Vitara Brezza,2023,176147,Electric,Automatic,New Delhi,773577.95
Maruti Suzuki,Swift,2009,18461,Petrol,Automatic,Kolkata,50000.0
Maruti Suzuki,Swift,2021,97596,Petrol,Manual,Bangalore,385360.6
Mercedes,C-Class,2004,27849,CNG,Manual,Ahmedabad,3915822.65
BMW,3 Series,2000,139924,Petrol,Automatic,Ahmedabad,2679011.4
Mercedes,S-Class,2002,31600,CNG,Automatic,Ahmedabad,8815260.0
Tata,Altroz,2015,123984,Diesel,Manual,Chennai,50000.0
BMW,X5,2018,52122,CNG,Automatic,New Delhi,7692181.7
Maruti Suzuki,Vitara Brezza,2019,191828,CNG,Automatic,Hyderabad,491225.8
Mercedes,C-Class,2024,6211,Diesel,Manual,New Delhi,5000000.0
Nissan,Terrano,2001,46446,Petrol,Manual,Bangalore,163033.1
Maruti Suzuki,Vitara Brezza,2019,189812,Electric,Manual,New Delhi,541528.2
Toyota,Corolla,2004,138410,Diesel,Manual,Mumbai,199238.5
Hyundai,Elantra,2021,45344,Diesel,Automatic,New Delhi,1163198.4
Honda,Jazz,2011,165247,Diesel,Manual,Mumbai,95212.95
Mercedes,E-Class,2009,80540,Electric,Automatic,Hyderabad,5687919.0
Ford,Fiesta,2016,63563,Diesel,Automatic,New Delhi,240465.55
Mercedes,E-Class,2008,161002,Petrol,Automatic,Bangalore,5625849.7
Audi,Q5,2002,59184,Diesel,Manual,Chennai,4811122.4
Honda,Jazz,2015,119332,Electric,Manual,Bangalore,282100.2
Honda,Jazz,2013,10717,CNG,Automatic,Hyderabad,168392.45
Toyota,Innova,2004,82943,CNG,Automatic,Pune,537558.55
Hyundai,Elantra,2012,103883,Electric,Automatic,Kolkata,604417.55
Mercedes,S-Class,2013,76203,Electric,Automatic,Pune,9408569.55
Maruti Suzuki,Vitara Brezza,2017,134581,Petrol,Manual,Mumbai,379812.85
Nissan,Terrano,2021,58964,Diesel,Manual,Bangalore,1111155.4
Maruti Suzuki,Vitara Brezza,2002,123448,Diesel,Manual,Mumbai,50000.0
Hyundai,Elantra,2023,119248,Diesel,Automatic,Hyderabad,1182112.8
Toyota,Corolla,2013,28224,Electric,Manual,Chennai,595766.4
Tata,Harrier,2012,28636,Petrol,Automatic,Kolkata,995704.6
BMW,3 Series,2004,108706,Electric,Manual,Ahmedabad,2963694.1
Ford,Endeavour,2021,55015,CNG,Automatic,Mumbai,2811747.75
Mercedes,S-Class,2000,53484,CNG,Automatic,New Delhi,8791977.4
Tata,Nexon,2022,46160,CNG,Automatic,Ahmedabad,793076.0
Toyota,Innova,2014,36724,Electric,Manual,Chennai,1064491.4
Tata,Harrier,2010,195378,CNG,Automatic,Kolkata,920693.3
Honda,Civic,2009,107151,Petrol,Automatic,Ahmedabad,50000.0
Nissan,Kicks,2011,85091,CNG,Manual,Bangalore,507236.35
Maruti Suzuki,Dzire,2013,147436,Petrol,Manual,Bangalore,50000.0
Audi,Q5,2002,65967,Electric,Automatic,Kolkata,4810104.95
Mercedes,S-Class,2017,86639,CNG,Manual,Chennai,9587004.15
Hyundai,Verna,2003,67064,Diesel,Manual,Kolkata,50000.0
Mercedes,S-Class,2021,180491,Petrol,Automatic,Hyderabad,9752926.35
Toyota,Fortuner,2024,84318,Petrol,Manual,Ahmedabad,3417352.3
Toyota,Corolla,2003,67276,Electric,Automatic,Hyderabad,59908.6
Hyundai,Creta,2008,134033,Diesel,Automatic,Pune,629895.05
Honda,Jazz,2000,168379,Diesel,Manual,New Delhi,50000.0
Nissan,Terrano,2009,35443,Diesel,Manual,Hyderabad,474683.55
Mercedes,C-Class,2014,86171,CNG,Manual,New Delhi,4507074.35
Tata,Harrier,2004,181215,Electric,Automatic,Mumbai,722817.75
Hyundai,Elantra,2011,62919,Diesel,Manual,Hyderabad,560562.15
Tata,Altroz,2012,183604,Diesel,Manual,Mumbai,50000.0
Hyundai,Elantra,2017,141323,Diesel,Manual,New Delhi,898801.55
Toyota,Corolla,2014,199467,Electric,Manual,Ahmedabad,620079.95
Honda,Jazz,2010,152213,Petrol,Automatic,Kolkata,50000.0
Nissan,Magnite,2020,89629,Petrol,Manual,Chennai,336555.65
Honda,City,2021,120103,Petrol,Automatic,Kolkata,761984.55
Nissan,Terrano,2009,51106,CNG,Manual,Ahmedabad,492334.1
BMW,3 Series,2003,179642,Electric,Manual,Hyderabad,2823053.7
BMW,X5,2000,60683,Electric,Automatic,Mumbai,6790897.55
Maruti Suzuki,Dzire,2003,90521,Petrol,Manual,Mumbai,50000.0
Toyota,Innova,2024,116383,Diesel,Manual,Chennai,1512542.55
Mercedes,S-Class,2012,21713,Petrol,Manual,Chennai,9346743.05
BMW,3 Series,2014,108978,CNG,Automatic,Hyderabad,3433653.3
Honda,Jazz,2015,28444,Diesel,Automatic,Ahmedabad,275733.4
Audi,A4,2011,77073,Diesel,Manual,Ahmedabad,3808439.05
Mercedes,E-Class,2024,104583,Petrol,Automatic,Hyderabad,6464312.55
Tata,Nexon,2003,143329,Diesel,Automatic,Bangalore,50000.0
BMW,3 Series,2015,33585,CNG,Automatic,Ahmedabad,3474962.25
Toyota,Fortuner,2010,76231,Petrol,Automatic,New Delhi,2738565.35
Maruti Suzuki,Swift,2024,96912,CNG,Manual,Pune,515463.2
Tata,Altroz,2024,53545,CNG,Automatic,Hyderabad,511968.25
Hyundai,Elantra,2010,130942,Electric,Automatic,Pune,480358.7
Hyundai,Creta,2004,179239,Diesel,Automatic,New Delhi,423114.15
Maruti Suzuki,Dzire,2006,120136,Petrol,Manual,Ahmedabad,50000.0
Toyota,Fortuner,2003,34854,Electric,Manual,Hyderabad,2364771.9
BMW,M3,2016,109002,CNG,Automatic,Bangalore,7033649.7
Toyota,Innova,2007,113146,Electric,Manual,Chennai,683028.1
Nissan,Magnite,2011,60288,Electric,Automatic,Mumbai,50000.0
Honda,Civic,2022,83617,Electric,Manual,Hyderabad,557457.45
Maruti Suzuki,Swift,2006,124717,Petrol,Manual,Mumbai,50000.0
Mercedes,E-Class,2008,182477,Petrol,Automatic,Hyderabad,5652628.45
Toyota,Innova,2005,139018,Electric,Manual,Chennai,529147.3
Maruti Suzuki,Swift,2014,125537,Diesel,Manual,Chennai,61169.45
Maruti Suzuki,Swift,2006,53582,CNG,Manual,New Delhi,50000.0
Toyota,Corolla,2013,143923,Petrol,Manual,Pune,548411.55
Ford,Endeavour,2022,64674,Electric,Manual,Ahmedabad,2840298.9
Nissan,Terrano,2004,7781,Electric,Manual,New Delhi,298832.85
Audi,A4,2010,136216,Diesel,Automatic,Kolkata,3699567.6
Mercedes,S-Class,2017,124982,Diesel,Manual,Ahmedabad,9631252.7
BMW,X5,2022,171886,Petrol,Automatic,Ahmedabad,7794217.1
Audi,A4,2002,153914,Diesel,Automatic,Mumbai,3376912.9
Ford,Endeavour,2002,148131,Electric,Manual,Kolkata,1827780.35
Nissan,Terrano,2022,104856,CNG,Automatic,Pune,1154271.6
Tata,Altroz,2009,91764,Electric,Automatic,Hyderabad,50000.0
Toyota,Corolla,2008,129867,CNG,Manual,Hyderabad,310519.95
Tata,Altroz,2009,7870,Electric,Automatic,Kolkata,50000.0
Mercedes,S-Class,2006,54325,Electric,Manual,Ahmedabad,9041851.25
Mercedes,C-Class,2011,31542,Electric,Automatic,Bangalore,4315268.7
Honda,Jazz,2022,165589,Diesel,Manual,Kolkata,525161.65
Audi,A6,2016,19191,Electric,Automatic,Hyderabad,5047121.35
BMW,M3,2020,111939,Electric,Manual,Hyderabad,7253209.15
BMW,X5,2002,87529,Electric,Automatic,New Delhi,6906870.65
Hyundai,Verna,2018,125776,Diesel,Manual,Pune,481133.6
Audi,A6,2010,120648,CNG,Automatic,Ahmedabad,4701902.8
Hyundai,Elantra,2014,67638,Electric,Automatic,Mumbai,789854.3
Maruti Suzuki,Vitara Brezza,2016,163366,Electric,Manual,Mumbai,355495.1
Ford,EcoSport,2001,41186,Electric,Manual,Pune,50000.0
BMW,X5,2021,94641,Electric,Manual,Chennai,7785803.85
Audi,Q5,2011,132574,CNG,Manual,Chennai,5280113.9
Tata,Harrier,2014,11112,Diesel,Automatic,Pune,1128333.2
Maruti Suzuki,Vitara Brezza,2013,92234,Electric,Automatic,New Delhi,256164.9
Toyota,Fortuner,2024,149644,Electric,Automatic,Chennai,3447553.4
Audi,Q5,2006,144907,Petrol,Manual,New Delhi,5048263.95
Audi,Q5,2012,135686,Diesel,Manual,Chennai,5329647.1
Honda,Civic,2017,93370,Petrol,Manual,New Delhi,335994.5
Maruti Suzuki,Swift,2017,113155,Petrol,Automatic,Kolkata,203026.75
Tata,Harrier,2019,170418,CNG,Manual,Kolkata,1324437.3
Honda,City,2015,57643,Electric,Manual,Pune,541353.55
Audi,Q5,2004,72936,Petrol,Automatic,Kolkata,4959059.6
Tata,Harrier,2015,24560,CNG,Automatic,Bangalore,1196316.0
Mercedes,S-Class,2015,101094,Petrol,Automatic,Pune,9504835.9
Audi,Q5,2013,152288,Electric,Manual,Bangalore,5457156.8
Hyundai,Verna,2012,177711,CNG,Manual,New Delhi,293343.35
Mercedes,E-Class,2017,34590,Diesel,Manual,Pune,6094811.5
Toyota,Innova,2022,144147,Electric,Manual,Mumbai,1528377.95
Tata,Nexon,2016,54166,Electric,Manual,Mumbai,441875.1
Nissan,Kicks,2008,39982,CNG,Automatic,Mumbai,394002.7
Nissan,Kicks,2004,145740,Petrol,Manual,Mumbai,198139.0
Honda,Civic,2019,121090,Electric,Manual,Bangalore,461836.5
Ford,Fiesta,2008,88697,Petrol,Manual,Ahmedabad,50000.0
Mercedes,E-Class,2010,181773,CNG,Automatic,Bangalore,5772734.05
Toyota,Fortuner,2020,44030,CNG,Manual,Mumbai,3243395.5
Maruti Suzuki,Dzire,2017,38530,Electric,Automatic,Kolkata,214220.5
Audi,A4,2019,117795,Petrol,Automatic,Hyderabad,4162330.75
BMW,X5,2005,185618,Diesel,Automatic,New Delhi,7022157.3
Toyota,Innova,2010,37224,CNG,Manual,Ahmedabad,864416.4
Honda,Civic,2011,95747,Electric,Manual,Chennai,50000.0
Honda,City,2007,99849,Petrol,Manual,Pune,65022.65
Nissan,Magnite,2022,170140,Diesel,Manual,Hyderabad,474479.0
Honda,City,2010,196479,Diesel,Automatic,Mumbai,220528.15
Nissan,Kicks,2018,197612,CNG,Manual,Pune,790358.2
Ford,Endeavour,2007,168196,CNG,Automatic,Kolkata,2044770.6
Mercedes,E-Class,2018,11165,Electric,Automatic,Ahmedabad,6148325.25
Ford,Endeavour,2020,181494,Petrol,Automatic,Mumbai,2792775.9
Audi,A4,2021,187071,Electric,Automatic,Hyderabad,4301939.35
Maruti Suzuki,Vitara Brezza,2002,178477,Diesel,Automatic,Mumbai,50000.0
Nissan,Terrano,2007,128906,Diesel,Manual,Hyderabad,430664.1
Honda,Jazz,2018,48426,Diesel,Automatic,Mumbai,492736.1
